account_id,account_iban,account_currency,account_open_date,account_close_date
d1be03a1-8ae1-4896-a05a-bdb92fa3d818,CH6178471229695589243,CHF,2017-03-02,
6c018724-5b8c-4cea-9ea1-24be6c79b5a0,CH4928936724048106602,CHF,2017-07-17,
4848b739-e2bb-4a89-8175-c140495a7d00,CH9645541799717927270,CHF,2012-07-17,
475f43db-8b40-4eae-bc4d-7a1cb6158b71,CH2147102990492903598,CHF,2013-11-27,
8c8a0a36-9ac8-4726-957b-1387b7297def,CH8925987223095980786,CHF,2020-01-08,
36476644-9234-4e0b-b69b-859410d62bb6,CH1319800857030732965,CHF,2016-02-12,
cd0d3090-9548-48b1-8c95-5734ccb6aa06,CH6038325335576062336,CHF,2020-09-14,
719cb407-6d61-4d6c-9747-46b2c8587339,CH2740020009973559381,CHF,2015-08-24,
a4a21ace-3df2-4cb5-98d9-3f7d2383063c,DE09026415853091237719,EUR,2021-03-21,
794e2961-01cf-4472-92ba-4987134b03cb,CH4728768505762679386,CHF,2017-01-07,
02677dbd-fbdd-4e09-9c06-d662742ebaff,CH8038712330966340047,CHF,2017-09-04,
51733851-abc5-4d42-8884-685028f4fd80,CH2974142893389254866,CHF,2016-04-12,
c59d0d2c-87c4-4f90-86b5-9567d66a6809,CH6490883008122308376,CHF,2014-06-14,
61d75ab9-9a63-4f38-b54f-8bcf849aaa61,CH4990123695409705673,CHF,2011-07-26,
27ad46c4-c2a4-4fdd-b508-7cb48e9724e5,CH5236321765117795318,CHF,2022-05-29,
7c830e4a-a1b0-4215-a237-b2de3caba8f6,CH4751366518087956697,CHF,2016-07-28,
bb796681-f5fc-4831-a3a9-878d02cc54af,CH9509264608009538173,CHF,2014-09-08,
eab653bf-0c2b-4a79-ac8a-a774d382f9ec,CH5835088155064736732,CHF,2011-01-18,
8b95cdda-67a9-4ab6-a515-6c511e5f19e1,CH2394008117114068185,CHF,2012-12-19,
df53eba6-5b17-42ed-8c52-2758bfabf9f8,CH5816253450219029817,CHF,2015-05-04,
90e80323-5bf0-41d5-ab36-c592eb4c8bc4,CH2810892916046026013,CHF,2016-11-22,
ffce0cbb-9ee8-49c9-a69d-59b2a895d3e5,CH5585941418750744253,CHF,2021-06-01,
125aa1ea-4db8-4e07-a957-cf39e3a55ca2,CH5967581418087312673,CHF,2019-07-30,
1cf8dc5a-9acc-4a75-81e2-d44067a04365,CH3967664382097642062,CHF,2019-01-28,
1c00a911-8cb8-401f-aa37-798644c012f5,CH5664831247424467894,CHF,2017-04-29,
ae965219-458a-439c-9192-4b479d079746,CH2666884080498336678,CHF,2019-04-18,
4e2a2da3-842b-4348-9ae3-6303fa9d13a6,CH1227103270243409103,CHF,2013-04-18,
206c1d0e-fe5c-45e8-adb4-e8545839c5ed,CH3103805368861785500,CHF,2012-02-13,
2681a213-a9ac-41ac-b076-5228cf81bfcb,CH1818711834243772171,CHF,2018-05-15,
e76d083c-6a5c-4378-a3d1-4933465490a0,CH2316541566160574550,CHF,2016-05-02,
385d6b58-de4f-4477-8560-8e2027f5d447,CH0394546101636429287,CHF,2017-02-10,
05698c16-751e-4032-a8bc-d94ca2ed4b7b,CH1064946152742043232,CHF,2013-11-04,
34f79fc1-b7dd-479c-af0a-c8d3c361cae6,CH9592672388374730689,CHF,2021-06-04,
d1a413d0-6a54-4fd2-b01d-42aa2a014ceb,CH9440058603560471376,CHF,2018-05-20,
9f9f8fa6-242f-460b-bfb4-729e758c5e3b,CH7007163913675969468,CHF,2019-02-08,
2b7cff70-9b69-4d11-b5b5-1bc458e04708,CH5460193147000459083,CHF,2013-11-04,
06d162ec-8004-4ae6-ba34-46beff10ee46,CH6773491991856570715,CHF,2019-02-03,
a21c4a89-7073-4d9f-9dbe-2fc6b0cb012d,CH5417850034612299571,CHF,2012-05-19,
8e5fd8cd-4338-4f36-a209-15d308033a0f,CH0277294685162974835,CHF,2012-12-19,
73010db8-9ed9-4dbc-966a-2bab367fb000,CH4281202943383998910,CHF,2012-08-31,
515a3406-7e7a-4342-b281-9c02cfeb996a,CH0815949170949155910,CHF,2013-05-10,
4f8bf51d-941e-468b-9f02-249873a21d76,CH3557900360455775223,CHF,2014-12-08,
1f358f77-639e-43e9-822c-3914ae33f3f2,CH1378252614764761286,CHF,2018-02-12,
95573750-c759-4145-ab89-498e9767e4a6,FR4259773366414106376859617,EUR,2013-04-03,
75956f50-0bfe-4cde-a4e0-4eb613a763c1,CH0474754436454526686,CHF,2019-06-06,
9b8ce3a4-c3aa-4881-9be6-1c530f099f86,CH1880817444912997316,CHF,2020-10-09,
8ac59912-1d3b-4458-af26-834057a9c47d,CH0895044503008203206,CHF,2022-01-27,
9d975f3c-934a-4b57-ad3f-06b0e8920fb4,CH7371984480151730963,CHF,2013-08-14,
6cb2e1c4-6092-4ed6-87f3-e7da31fd84b3,CH8845640614612320004,CHF,2015-07-17,
7c1d5156-eec5-4b91-b34a-9715b4b9987d,CH7538596256814363518,CHF,2022-12-15,
83eed2f2-a9c5-43fa-bd76-333384e9651c,CH1464069823395104314,CHF,2022-05-10,
e908e2ff-a741-488d-a6ba-0e9442389a27,FR1911612449820377646495120,EUR,2011-03-15,
23310873-5c0f-467d-b192-3ab6bafae10c,CH5130446535110016709,CHF,2010-06-14,
77301141-0fa6-4107-aa70-4468895b84a8,CH4401328078405604980,CHF,2019-02-20,
83a56a10-69a2-43d1-9a84-1942c210cc70,CH3879264700365178668,CHF,2019-03-05,
c2b528db-2794-4aed-b0d8-aec19e751071,CH3956926958302229239,CHF,2012-09-14,
bc5ea3f2-5aa7-405c-9208-8395755cbece,CH7392142431447826902,CHF,2016-12-04,
4f18c1e3-623d-4841-93d2-4f79ba136905,CH6253920808374260740,CHF,2022-08-18,
b4779377-4710-429e-9944-8f05761cc326,CH1922968584121925729,CHF,2021-06-09,
f4cae8e8-c4a9-410b-903b-d34df2e64ef1,CH0342784051671314752,CHF,2021-07-16,
147a7370-cdcf-4414-a40b-2849a1580208,CH5357344510412159530,CHF,2020-07-12,
648234c4-12ff-4860-b698-942b50f70de8,CH5424056040105071238,CHF,2013-08-19,
cf637db6-9cb1-4abc-b56e-a8665325d1e6,CH6347769273043432342,CHF,2018-12-31,
3b365f12-510a-43e1-9b27-8181c8f40816,CH7819612815425309426,CHF,2010-01-28,
a7b26b11-41cd-47e8-aa49-1e998f7ab9a5,CH5486571368260421278,CHF,2015-07-18,
aff3935f-ec9c-41aa-8bb2-fe9671709205,CH9853143672818044228,CHF,2022-07-30,
7b7de102-71e1-4290-a118-f4934ce56005,CH5502182748277057855,CHF,2010-07-13,
62a603b0-ee45-4454-b845-9f07488cd83b,CH5215727645291675144,CHF,2011-08-15,
aa242a55-0f55-473f-ae49-ea2b7d68fdee,CH9143844685006309529,CHF,2016-10-25,
c0348fd6-31d5-4069-b568-fb0ac97c1b45,CH1875612925078862247,CHF,2015-02-01,
fc910ba7-477c-4484-b2cd-e4237e0d8b86,CH3758878601882506744,CHF,2010-04-23,
278d70ee-586f-4c5c-81c6-807e69db0a2d,CH8449445782564910528,CHF,2013-08-10,
c7603aca-805a-4847-a2a3-c935111337b2,CH6497574887879186371,CHF,2014-10-04,
d8731acc-3ce6-421d-8f7d-14d0f8b00553,FR7642036865301093712304838,EUR,2015-08-24,
b4a73f61-b45e-4334-92ad-76e3e7d54189,CH9044387481392634319,CHF,2014-08-18,
d7a93a4d-75c9-4953-9d9f-dd4bc44ac16d,CH5382629638240847503,CHF,2020-01-17,
39f01d8d-5610-4275-8ee6-fe962ceee4a7,CH8067482274037757954,CHF,2013-10-26,
ad7fbc95-eec2-4f9e-9c5c-2680a99dbbde,CH3971281867217548570,CHF,2018-09-04,
8a731380-1e6f-4d8b-b3f5-f18732efc7b5,NPDDPAZT,PAB,2019-09-30,
8f7ced7d-fcb4-434e-a38a-d959f668e5c0,PHCXPADA,PAB,2016-02-15,
82f4f13e-9657-4b40-8c0d-b479ec610bc1,CH8611257871588134847,CHF,2020-08-19,
006a43d1-c196-416a-91bf-c3a888e5f2a7,CH4073078875944345875,CHF,2018-11-26,
150efafb-fbd6-4964-9975-488c0cfb9762,CH7223011613685348176,CHF,2020-10-07,
881d7563-4227-43a8-bb1d-8df9d3c990dc,CH6074003338331739534,CHF,2018-04-03,
8585cc1e-5dea-4b87-96e8-5ca3e84bd137,CH0522280028709347362,CHF,2019-07-19,
f9c75bf7-abea-42a9-b6f2-1cde02cb1c76,CH4127118991909833360,CHF,2013-02-02,
8bd09c30-6327-4341-8a94-020e26b0b58b,CH5971218442884695532,CHF,2014-08-24,
c384c2a1-fef6-4360-af38-7c092f46648f,CH3898330717471276221,CHF,2010-05-13,
5dced4a6-4dd7-423f-ac63-37f20cd66442,CH4177601737336956003,CHF,2022-10-10,
8059e8b2-b834-465d-a483-ec001b4b2e09,FR3850562118619527580313129,EUR,2021-07-22,
35e09e9c-691f-4fdd-ae52-580ddd3cef7b,CH5170622291751066647,CHF,2019-09-10,
a2d5cafc-9878-4113-ad25-c651ffa30bb6,CH0268973106918745012,CHF,2018-03-08,
7d688152-c925-49a1-b578-3b885353d80f,CH6399051332556084743,CHF,2021-10-12,
3a05160b-f459-46b1-a1e7-95f4fb3ca4ca,DE36759455179722615915,EUR,2019-01-07,
27d2fd16-53c1-42df-a3aa-436f4a01433b,CH7932333412599458847,CHF,2010-11-08,
dd196657-4032-48e3-8a20-7896c9339abc,CH2783820726483991589,CHF,2016-08-26,
865b25bf-fce1-4986-8154-532be1a33d15,CH4235822741446617799,CHF,2014-11-21,
1f1c2c0e-7372-47e3-ad8f-ec19205e7339,CH2409374029165648656,CHF,2022-01-09,
d7dc13d8-6780-4a50-8695-cd5d3c14fb03,CH6664603128519347608,CHF,2011-02-06,
fc3178c7-0787-42e4-89b5-f6eaacef22e6,CH7843351026166450954,CHF,2014-05-16,
ecab013e-44f2-4883-8d14-064e5271810d,CH8225539578468813943,CHF,2010-05-02,
05bb0ad2-eaea-4038-b29d-a804eb875c0d,CH6853042734698521206,CHF,2012-01-21,
f87ccc4c-0053-4dc7-8e81-970ffdfca03b,CH8760353022321187276,CHF,2010-04-16,
5a67d4bd-8403-44b3-bde9-ac3d4cb22615,CH4278929911583774374,CHF,2012-11-25,
0bd2ffc8-7f78-422b-a877-9d084be5e044,CH8085879109382510489,CHF,2021-05-30,
058a220c-8daf-453b-af15-06a0996a4b38,CH0465379517567425285,CHF,2022-10-08,
b6b0e6f8-8250-4ac9-acee-7a1338cb6548,CH3286211555912699631,CHF,2018-11-13,
66e3064e-d6eb-433c-908e-1f8d17b8490e,CH6728201769912651864,CHF,2013-05-29,
2e0c205a-a9a8-4325-aad0-4c3fa0866fcd,CH6076300205789128542,CHF,2010-03-17,
50fa75b4-ce72-421f-84f5-09639f974ce7,CH0613891097411937879,CHF,2012-10-06,
07f09e5b-5dfa-4c10-9344-964519174d20,CH6312737109531342169,CHF,2018-12-27,
52c0b95f-94c3-40f3-8336-cf49ee46e0f7,CH0508642244646021124,CHF,2016-03-25,
5b7ea89b-4223-4960-8b5d-2c5ad22b7bc2,CH7956563427585154165,CHF,2020-06-05,
a16ad0e7-fea0-4b8f-a82c-ca2959ab97e6,CH2503724032643918809,CHF,2011-03-29,
110a2605-d0df-40f7-9367-0940a5726510,CH6444853618235674118,CHF,2012-02-05,
fc2de9fe-e067-4d14-82a1-10b93f5775e6,CH8744775444826969427,CHF,2022-07-19,
ff9395b8-0bda-4056-823f-467b0d1c847e,CH9173317551488924173,CHF,2017-06-08,
0d203901-1645-4f0c-a90a-6af1513676bc,FR4827380922689006970822594,EUR,2014-02-06,
8d28b411-adc9-4f05-ac79-00f35b3711d1,CH9378363672194414925,CHF,2020-10-21,
ea86727e-cd01-43f2-8d10-6f10476d07bc,CH6043709663867529175,CHF,2020-03-21,
68cb769c-df78-4fe1-b046-009c90f5a099,CH1589785717662938512,CHF,2017-10-09,
447a7d31-0f21-4522-ad87-beda80f4d87a,FR5564819163930937949325358,EUR,2011-05-05,
fc76079d-fd49-45bc-a338-986409073dad,CH2327463765869854201,CHF,2016-08-20,
2ac588a8-1b44-4265-83d9-73627f3c6780,CH2823383286613473410,CHF,2015-04-20,
f62ea001-76b9-4403-ab89-e53d86fb9e53,CH6169234997697721996,CHF,2017-07-12,
bd4b7b4f-6b58-4513-8434-9b2cda7b0e17,CH8972004879700661225,CHF,2019-01-10,
2c49e6ff-101f-40d0-9c93-dd8d5a2c17f1,CH4178291373183931317,CHF,2022-07-07,
d7fe40c9-18a1-487c-b354-3a97ea2ef908,CH7763363080629942445,CHF,2020-02-09,
fd9b5f29-4c6c-48e6-819d-a876f3cb39e4,CH7147875244295382377,CHF,2013-01-08,
00af9dfc-fee7-474b-b482-7d58a8df5155,CH4998343487736763657,CHF,2014-05-19,
c407feaa-7dc3-4477-8221-931d720e76a4,CH5934509950057436571,CHF,2018-12-26,
1afcfb21-2e66-4019-a480-321ce5cabc41,CH9214473873015872042,CHF,2018-08-27,
7d9c204e-3178-4566-b59c-804b515bc5f6,CH4662187471770070671,CHF,2020-10-20,
b90ea3c7-0483-4923-a9f8-29fd3a9b0dff,CH3617818115922165726,CHF,2010-08-14,
9f10e86a-0bbb-4b61-a3d7-e827e43a1637,CH7432822602124381294,CHF,2014-09-11,
e7c12751-9d05-49ea-bf2c-25ebffea7629,CH6330355263792555077,CHF,2021-05-12,
8545d933-9ecb-45b0-a6fb-33ffac4e1748,CH9202456839104579245,CHF,2016-02-22,
7aa687dc-ead2-42dc-83bc-c65aedce1004,CH4410129036844577813,CHF,2017-12-02,
fbf153b3-29d3-4200-954d-36c0a2387382,CH3234797796392894051,CHF,2016-06-03,
76ba4f31-ddc8-404d-b044-b96e4a8f4bdc,CH0556527157297756738,CHF,2011-08-02,
3d1b1b21-f2ea-4717-a543-8632414e4b73,CH1334697904816924819,CHF,2014-08-26,
ee8ff72a-b9ab-40f5-a6a7-cb0c0090aed1,CH4006190907681867574,CHF,2022-08-01,
274bb3c0-0747-4438-b72d-a507c7978bad,CH6613761826003731164,CHF,2017-04-25,
eaca12e6-7bab-42f1-b0bc-0aed13714380,CH6346445942820173517,CHF,2021-10-11,
2062c166-6379-433b-9b73-01469dfcd07c,CH0473634088250965716,CHF,2018-01-06,
8524af4e-efd2-43f4-a7bc-0fd180336dba,CH4448273205972133483,CHF,2010-10-06,
a4e58dde-3da3-42f1-90d1-c350ae8836b7,CH2359811461010619018,CHF,2014-01-08,
3c04ccf6-a022-4ee5-adef-95d6e8dc85a3,CH4759748119365667332,CHF,2012-07-29,
5bd58b8e-feea-45da-8d5a-19dd09de2971,CH7202374678856842318,CHF,2016-05-07,
546341f2-04f3-4436-bc65-8fdd2a8bdf12,CH4250267524684536798,CHF,2022-06-03,
af545c60-5ec9-44bd-a5b3-714c959ad269,CH0332013722795128643,CHF,2014-11-19,
217e0eb6-b55f-453e-aab4-4f4e6ede79e9,CH5563901405395060422,CHF,2015-02-19,
82a5a1c9-4e46-46ea-9edf-4bd849ffdbb2,CH7388728292631036381,CHF,2022-09-18,
6904e336-dbf9-4602-adcf-a397fa6fafed,CH6651316050979494977,CHF,2018-11-01,
10b4f088-2c13-48ac-a3df-7577908bc184,CH4108864056884149798,CHF,2020-03-17,
53beb4ca-a5ae-4220-882e-ff12d9727275,CH6944426136006808159,CHF,2012-09-12,
e96806f7-daaa-400f-99c5-839dd17db829,CH4127484767583226489,CHF,2017-09-20,
3b26f175-f788-4e68-bcf7-a7603075c72c,CH8242190936042386183,CHF,2020-11-14,
2348ba2f-ef00-4cfd-872f-b87351a1ab37,CH9198854495076688939,CHF,2015-08-29,
057e072c-c764-4724-b4db-07b1364400da,CH3794261229711558477,CHF,2011-03-01,
6a60efb3-fd8a-4976-b399-b565e4eed43a,CH8946898536794127754,CHF,2015-10-07,
31c6317c-9291-43a2-ab73-efc23086a1ee,CH7999441272369754051,CHF,2016-10-06,
2b11d914-b316-4eb4-9016-56bb443b6740,CH6101211395463783547,CHF,2020-05-22,
47404b6e-844f-4ab0-9040-e6753b95995d,CH2939736180236279364,CHF,2017-12-01,
4d979102-3f26-4627-b3cd-77fdd87b504c,CH7113972892077502882,CHF,2014-08-11,
f78e8208-77d1-46e4-a367-baefeb7cfb4a,DE74624235470635378866,EUR,2018-09-09,
4e33f642-cad9-4df8-84a7-a422d07c42bb,CH4307378085852740659,CHF,2018-08-14,
31e4f69e-63e2-4c58-8a47-330109cf5302,CH3038815944482212074,CHF,2021-02-13,
c780fb8a-219e-4e63-987a-5beb80e931a7,CH3129748495069384430,CHF,2021-02-03,
735787a2-a509-40cf-83f9-b7b842339078,CH1902430014231805330,CHF,2019-12-31,
885d09cb-8d42-4f0c-b228-ccd5957a0448,CH3451649756152945544,CHF,2021-05-24,
822c0813-0ea4-4b9c-857b-24a0fa78a605,CH6551786282288816138,CHF,2013-03-20,
3d47fbed-14c8-4bc3-afe7-487ebf7e6d54,CH6178267799444218337,CHF,2018-01-28,
1d608045-a04d-4656-a7c2-3f565e05676a,CH5031316487921930237,CHF,2014-12-15,
7adc6923-120d-4c2d-9585-8c7e0f605dc5,CH9108151432545234170,CHF,2011-03-13,
cf6792d1-6ad4-4ed6-89d6-0833558afa35,CH5159122922238008200,CHF,2010-08-23,
6f9a938f-3709-4060-965c-8ce355b33b8f,CH6918078844799436605,CHF,2015-11-16,
4a19cb8e-e6ff-4e78-a927-041570d5e80e,CH2127207882317120587,CHF,2019-10-16,
ae25d50c-22d3-4b71-837b-b8755f7a4e89,CH9703918674796881660,CHF,2019-10-02,
faf7e0e8-65b3-43d3-914a-bde8201dedd9,FR3992912163867295040445390,EUR,2016-10-10,
93a888a0-f0b1-496e-8554-40e51d7dd622,HVMRPAFN,PAB,2010-08-15,
a9c12b9f-5fae-42a1-bd98-4730a671d558,FR4268915197963422786263213,EUR,2017-02-23,
4a589b45-3aa5-47d6-9cec-2b071b3ca1b6,CH3228166828480353696,CHF,2016-03-25,
34d35235-7f25-43bc-8305-f51f0db9feec,CH8321565302081880944,CHF,2014-12-21,
db658c44-465c-4bb2-9614-706db2a67a06,FR3002461532610222957190709,EUR,2020-07-21,
38fdfe2c-d955-429c-8e79-cd10e38b8fe9,CH4970257209739593512,CHF,2020-12-09,
4f2ef973-9cb3-4e7b-b604-d4faf4954d46,TCEBPAH27CK,PAB,2013-11-11,
b15a4f5e-2ba0-49ac-86c3-80c66e2b4440,KOSOPATX,PAB,2019-04-03,
0e027186-2685-4b62-b3b2-b35405a7f187,CH7104616279001800837,CHF,2015-01-20,
f010a7bf-8bf1-4989-bc0f-7ac9d03fcd76,CH7812720560200883626,CHF,2013-08-30,
09ac2a3d-7ff3-4a14-8a69-5236ab047766,CH1478104122186966775,CHF,2010-04-28,
21f57f98-3169-4e44-840c-6664b6a08314,CH5488771520877687830,CHF,2015-02-12,
f6089c95-3e41-4c7e-bdb2-8cd139c6748b,CH1181824387128772318,CHF,2015-09-29,
935e6495-e115-4c2b-ba99-4b3048f5bd3a,CH5492926977231452399,CHF,2014-12-19,
cfe315a8-ff44-48bc-ae28-c2fa3144e78b,CH7064057278858816774,CHF,2014-05-07,
a0a15d0f-8aa2-4bda-841a-5293829b4382,FR9612412879239563803876213,EUR,2018-11-27,
f97b21b6-cb3f-4b4f-9323-c67e869842e8,CH0381648782427596023,CHF,2011-06-27,
79818651-f738-4489-bbff-1cb6e430c052,CH4429862346077214857,CHF,2016-07-02,
62dc581e-043e-4e4c-a866-5021b9b7d488,CH3829967312082130614,CHF,2014-03-07,
9222a1f0-c721-4ed1-9078-009d5d955415,CH2687840011647702722,CHF,2019-10-08,
7afa7bea-9ded-4a06-9bcd-f28062e95c2b,DE13909980252282739585,EUR,2013-06-23,
874207b4-11e7-43f9-b7fc-0d955a277c94,CH2122760104792285948,CHF,2011-08-25,
8cd1f2d4-9430-4958-8cf9-abf1f25651ca,CH7970403546472494996,CHF,2019-11-24,
5a2059d8-86be-4e41-b704-abc2ce6d74b0,CH6463980317090235832,CHF,2015-11-20,
6f0cf816-7f2d-4411-af01-0154485436c3,CH4820527095357813750,CHF,2019-01-15,
112754a7-5457-47c5-be2d-2b698ae439f3,CH0261098711846114731,CHF,2011-01-23,
b6b7700b-d484-4bc8-873b-a537744dd053,CH7887611968821691229,CHF,2020-01-29,
3fa922c5-fe69-4e03-99a7-b4c0a245395e,CH1210149029370473152,CHF,2014-05-22,
7aff836a-38b8-4536-8450-bbbd3847253e,CH9821080796196884732,CHF,2018-12-27,
0deb9577-5059-453c-a968-117dff74b164,CH0426810241937795212,CHF,2017-05-20,
505b7067-aed1-434b-af37-92b381908521,CH0740394532991086661,CHF,2022-02-21,
467dee8e-0289-4c89-adfd-439b8e05f490,CH8385138282106932302,CHF,2021-05-14,
735709f9-2598-4cff-9837-400cfcc5a256,FR8656464762327603215254014,EUR,2020-06-30,
7526483a-1f15-43ee-97c0-2956c53b1387,CH5556149897134763097,CHF,2013-07-29,
f268e6cf-b913-40bf-9f1b-2c250d9ce170,CH5055838682859728060,CHF,2011-12-18,
e05b8ce2-2346-4e34-ad98-ee81ea4e1382,CH6265282846781782764,CHF,2020-01-04,
708b0075-c17b-4021-9733-f6942cafc2f8,CH2999424220395007833,CHF,2018-03-11,
a517756f-1737-442f-a1a9-75f4af179ba4,CH7694126627579373943,CHF,2010-11-10,
9d9fa455-b802-49eb-9f2a-42428b042e3c,CH4509303422762835553,CHF,2016-03-30,
c137d187-afa7-406c-b46e-06ee11e04f70,CH3823452842030162134,CHF,2017-03-07,
da01ab37-2a35-4f33-b862-5a148f5f01da,CH5074762961965300684,CHF,2012-06-06,
27593176-6d20-4491-a38b-42f236338730,CH2827918050444222581,CHF,2021-11-21,
ade8e74a-b328-4eb3-9f2b-cc8d9e5dc339,CH1998114937981266404,CHF,2016-10-25,
